Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Шаурма на углях-Наша Марка,кафе быстрого питания,Быстрое питание,"Зыряновская улица, 32",,630102,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 00:00-21:00, 21:30-24:00; Вт: 00:00-21:00, 21:30-24:00; Ср: 00:00-21:00, 21:30-24:00; Чт: 00:00-21:00, 21:30-24:00; Пт: 00:00-21:00, 21:30-24:00; Сб: 00:00-21:00, 21:30-24:00; Вс: 00:00-21:00, 21:30-24:00",+07:00,4.8,634,89134651314,,rekord154@yandex.ru,,,,,,https://wa.me/79134651314,,,,,,,55.010139,82.939108,https://2gis.com/firm/70000001079586391,branch
Шаурма на углях-Наша Марка,киоск быстрого питания,Быстрое питание,"Оловозаводская, 9/1а",,630033,Бугринская роща м-н,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.9,191,89133737605,,rekord154@yandex.ru,,,,,,,,,,,,,54.962376,82.954226,https://2gis.com/firm/70000001100820202,branch
Шаурма от души,,Быстрое питание,"улица Челюскинцев, 17 к1 киоск",,630132,Челюскинский ж/м,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,5.0,10,89930134850,,,,,,,,,,,,,,,55.040357,82.907816,https://2gis.com/firm/70000001099947069,branch
Шаурма от души,киоск быстрого питания,Быстрое питание,,,630501,,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,4.6,39,89965508220,89537970202,,,,,,,,,,,,,,54.925409,82.985294,https://2gis.com/firm/70000001096233230,branch
Шаурма от души,точка быстрого питания,Быстрое питание,"улица Титова, 15 к2",,630054,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:30-21:00; Вт: 09:30-21:00; Ср: 09:30-21:00; Чт: 09:30-21:00; Пт: 09:30-21:00; Сб: 09:30-21:00; Вс: 09:30-21:00,+07:00,4.1,131,89202150407,,,,,,,,,,,,,,,54.98209,82.879073,https://2gis.com/firm/70000001051301666,branch
Шаурма по кайфу,,Быстрое питание,"Ударная улица, 27/2 киоск",,630052,Станиславский ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,4.2,50,89529050905,,,,,,,,https://wa.me/79953477078,,,,,,,54.967807,82.861281,https://2gis.com/firm/70000001076316245,branch
Шаурма по-арабски,кафе,Быстрое питание,"улица Ленина, 2",,633456,,,Тогучин,Тогучинский район,Новосибирская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,4.9,69,89994680146,,,,,,,,https://wa.me/79231318895,,,,,,,55.237949,84.400972,https://2gis.com/firm/70000001044075097,branch
Шаурма по-ливански,,Быстрое питание,"улица Громова, 13 к1",,630106,Затулинский ж/м,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:30; Вт: 09:00-20:30; Ср: 09:00-20:30; Чт: 09:00-20:30; Пт: 09:00-20:30; Сб: 09:00-20:30; Вс: 09:00-20:30,+07:00,2.3,59,89529235303,,,,,,,,https://wa.me/79529235303,,,,,,,54.935705,82.909344,https://2gis.com/firm/70000001047898249,branch
Шаурма по-ливански,г. Новосибирск,Быстрое питание,,,630106,Затулинский ж/м,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,3.8,20,,,,,,,,,,,,,,,,54.935538,82.908758,https://2gis.com/firm/70000001091397647,branch
Шаурма Ростовская,киоск фастфудной продукции,Быстрое питание,,,630089,Золотая Нива м-н,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,3.1,10,89920273639,,,,,,,,,,,,,,,55.038041,82.976677,https://2gis.com/firm/70000001100208128,branch
Шаурма Ростовская,киоск фастфудной продукции,Быстрое питание; Доставка еды,"улица Дуси Ковальчук, 179/2 к1",,630049,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,3.6,179,,,,,,,,,,,,,,,,55.060836,82.912665,https://2gis.com/firm/70000001063924758,branch
Шаурма Ростовская,киоск фастфудной продукции,Быстрое питание; Доставка еды,"улица Бориса Богаткова, 239 к2",,630089,Золотая Нива м-н,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,3.2,200,,,,,,,,,,,,,,,,55.038081,82.977196,https://2gis.com/firm/70000001061685044,branch
Шаурма Ростовская,киоск фастфудной продукции,Быстрое питание,"улица Ватутина, 26 киоск",,630078,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,3.6,137,89061940376 (служба доставки),,,,,,,,,,,,,,,54.985284,82.892047,https://2gis.com/firm/70000001039561216,branch
Шаурма Ростовская,киоск фастфудной продукции,Быстрое питание; Доставка еды,"улица Крылова, 53/1 к2",,630005,Фрунзенский м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+07:00,4.4,558,89061940382,,,,,,,,,,,,,,,55.042854,82.933832,https://2gis.com/firm/70000001028131614,branch
Шаурма север,,Быстрое питание,"Фадеева, 66а",,630020,Северный м-н,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,3.8,17,,,,,,,,,,,,,,,,55.097743,82.937044,https://2gis.com/firm/70000001090139239,branch
Шаурма центр №1,,Быстрое питание,"площадь Карла Маркса, 3 к3",,630078,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-23:30; Вт: 09:00-23:30; Ср: 09:00-23:30; Чт: 09:00-23:30; Пт: 09:00-23:30; Сб: 09:00-23:30; Вс: 09:00-23:30,+07:00,3.2,53,89994519958,89602155402,,,,,,,https://wa.me/79994519958,,,,,,,54.984924,82.892585,https://2gis.com/firm/70000001066582698,branch
Шаурма шашлык №1,точка быстрого питания,Быстрое питание,,,630066,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+07:00,4.1,45,89085510559,,,,,,,,https://wa.me/79085510559,,,,,,,54.942126,82.998966,https://2gis.com/firm/70000001082057850,branch
Шаурма-chili,киоск фастфудной продукции,Быстрое питание,"улица Кирова, 44/1 к1",,630102,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.6,129,89994632033,,,,,,,,,,,,,,,55.017113,82.937512,https://2gis.com/firm/70000001039541118,branch
Шаурма-street,,Быстрое питание,"улица Жуковского, 109 к4",,630082,Ботанический м-н,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+07:00,3.5,39,89137997023,,,,,,,,,,,,,,,55.062191,82.892632,https://2gis.com/firm/70000001069500837,branch
Шаурма-Мега,,Быстрое питание,"улица Юности, 1/1а киоск",,630041,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+07:00,3.4,131,89137530707,,,,,,,,,,,,,,,55.027601,82.807761,https://2gis.com/firm/70000001062718055,branch
Шаурма-Мега,киоск шаурмы,Быстрое питание,"улица Забалуева, 58 к1",,630121,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+07:00,4.9,87,89538900929,89529151626,,,,,,,https://wa.me/79538900929,,,,,,,54.989544,82.815698,https://2gis.com/firm/70000001089139325,branch
Шаурмажон,,Быстрое питание,"Космическая улица, 8",,630073,Башня ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.9,29,89069082525,,,,,,,,,,,,,,,54.986019,82.902434,https://2gis.com/firm/70000001100343910,branch
Шаурмама,кафе быстрого питания,Быстрое питание,"проспект Ленина, 5а киоск",,633261,,,,Ордынский район,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,4.3,51,89130655256,,,,,,,,,,,,,,,54.364633,81.907653,https://2gis.com/firm/70000001044465296,branch
Шаурман,кафе,Быстрое питание; Доставка еды,"Троллейная улица, 15 к3",,630108,Сад Кирова м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.5,157,,,,,http://shaurman.nsk.ru/,,,https://vk.com/shaurman_nsk,,,,,,,,54.989746,82.85796,https://2gis.com/firm/70000001046440291,branch
Шаурман,кафе,Быстрое питание; Доставка еды,"улица Ватутина, 11/3",,630078,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.0,341,89137826236,,,,http://shaurman.nsk.ru/,,,https://vk.com/shaurman_nsk,https://wa.me/79137826236,,,,,,,54.988527,82.887444,https://2gis.com/firm/70000001030555211,branch
